FileTimestamp;Rows
2013-04-03;2027

SettlementStatus;PaymentType;PaymentMethod;TransactionID;UniqueID;ShortID;ChannelName;CustomerCountry;Valuedate;RequestTimestamp;Brand;Separator;Credit Trn Amount;Debit Trn Amount;Trn Ccy;Separator;Gross Funding Amount;Separator;Net Funding Amount;Funding Ccy;Separator;Total Fees;Fee Ccy;Settlement Account;Separator;Acq Fx;Separator;Settlement Fx;Separator;Settlement Amt;Settlement ccy
ACK;RI;RM;25866_moneybookerspsp_cc;8a83948d3cae1361013cd08802c6711c;0638.6719.9762;CAD;CA ;2013-02-12;2013-02-12 22:30:40;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;103986_moneybookerspsp_cc;8a83948a3cae49e4013cd096f54d0bbc;7113.3351.9634;USD;US ;2013-02-12;2013-02-12 22:46:59;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;103986_moneybookerspsp_cc;8a83948a3cae49e4013cd096f6600bcc;9862.1142.6578;USD;US ;2013-02-12;2013-02-12 22:46:59;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;103986_moneybookerspsp_cc;8a83948a3cae49e4013cd096f5d60bc7;1615.7770.5746;USD;US ;2013-02-12;2013-02-12 22:46:59;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25872_moneybookerspsp_cc;8a8394843cae49e3013cd09715401b0a;9208.4739.3042;USD;US ;2013-02-12;2013-02-12 22:47:07;AMEX;2;0;19200;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25872_moneybookerspsp_cc;8a8394843cae49e3013cd09717431b16;3710.9157.9154;USD;US ;2013-02-12;2013-02-12 22:47:08;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;103996_moneybookerspsp_cc;8a8394863cae49e9013cd0a0ecbf1840;8832.6642.9202;USD;US ;2013-02-12;2013-02-12 22:57:52;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;103996_moneybookerspsp_cc;8a8394863cae49e9013cd0a0ed261845;3335.1061.5314;USD;US ;2013-02-12;2013-02-12 22:57:52;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;103996_moneybookerspsp_cc;8a8394863cae49e9013cd0a0ec501835;0586.3270.8370;USD;US ;2013-02-12;2013-02-12 22:57:52;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25875_moneybookerspsp_cc;8a8394893cae1378013cd0a115dc2410;6669.0745.1666;USD;US ;2013-02-12;2013-02-12 22:58:03;AMEX;2;0;8400;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25875_moneybookerspsp_cc;8a8394893cae1378013cd0a1180b241c;1171.5163.7778;USD;US ;2013-02-12;2013-02-12 22:58:03;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104153_moneybookerspsp_cc;8a8394823cae49e4013cd1f5d4971cbb;4895.2194.6898;USD;US ;2013-02-13;2013-02-13 05:10:14;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104153_moneybookerspsp_cc;8a8394823cae49e4013cd1f5d4281cb0;2146.4403.9954;USD;US ;2013-02-13;2013-02-13 05:10:14;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104153_moneybookerspsp_cc;8a8394823cae49e4013cd1f5d53d1cc0;6269.6090.0370;USD;US ;2013-02-13;2013-02-13 05:10:14;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25902_moneybookerspsp_cc;8a8394833cae137a013cd1f5f80a1321;6382.3518.9522;USD;US ;2013-02-13;2013-02-13 05:10:23;AMEX;2;0;12000;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25902_moneybookerspsp_cc;8a8394833cae137a013cd1f5fb52132d;0884.7937.5634;USD;US ;2013-02-13;2013-02-13 05:10:24;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104300_moneybookerspsp_cc;8a8394833cae137a013cd38684115afb;9557.1883.6498;USD;US ;2013-02-13;2013-02-13 12:27:53;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104300_moneybookerspsp_cc;8a8394833cae137a013cd38682c75aeb;6808.4092.9554;USD;US ;2013-02-13;2013-02-13 12:27:53;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104300_moneybookerspsp_cc;8a8394833cae137a013cd38683775af6;1310.8511.5666;USD;US ;2013-02-13;2013-02-13 12:27:53;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25930_moneybookerspsp_cc;8a8394863cae49e9013cd386b8c64dcd;7972.0769.9730;USD;US ;2013-02-13;2013-02-13 12:28:06;AMEX;2;0;4800;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25930_moneybookerspsp_cc;8a8394863cae49e9013cd386bbb14dd9;2474.5188.5842;USD;US ;2013-02-13;2013-02-13 12:28:07;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104403_moneybookerspsp_cc;8a8394823cae49e4013cd4446a2e0d44;8885.5020.3666;USD;US ;2013-02-13;2013-02-13 15:55:18;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104403_moneybookerspsp_cc;8a8394823cae49e4013cd44469900d39;0639.1648.2834;USD;US ;2013-02-13;2013-02-13 15:55:18;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104403_moneybookerspsp_cc;8a8394823cae49e4013cd4446afc0d49;3387.9438.9778;USD;US ;2013-02-13;2013-02-13 15:55:19;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25963_moneybookerspsp_cc;8a8394903cae49ec013cd44496da140b;2903.4178.9970;USD;US ;2013-02-13;2013-02-13 15:55:30;AMEX;2;0;12000;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25963_moneybookerspsp_cc;8a8394903cae49ec013cd44499ad1417;7713.7812.7122;USD;US ;2013-02-13;2013-02-13 15:55:31;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104428_moneybookerspsp_cc;8a83948d3cae1361013cd47e2f800b9b;5563.6971.5474;GBP;GB ;2013-02-13;2013-02-13 16:58:24;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104428_moneybookerspsp_cc;8a83948d3cae1361013cd47e30100ba6;0066.1390.1586;GBP;GB ;2013-02-13;2013-02-13 16:58:25;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104428_moneybookerspsp_cc;8a83948d3cae1361013cd47e30a90bab;8312.4762.2418;GBP;GB ;2013-02-13;2013-02-13 16:58:25;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25973_moneybookerspsp_cc;8a83948a3cae49e4013cd47e4b8d1603;3547.7468.8018;GBP;GB ;2013-02-13;2013-02-13 16:58:31;AMEX;2;0;2720;GBP;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25973_moneybookerspsp_cc;8a83948a3cae49e4013cd47e4d7c160f;7499.1167.9250;GBP;GB ;2013-02-13;2013-02-13 16:58:32;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104468_moneybookerspsp_cc;8a8394833cae137a013cd4b2bbbc5211;2441.1217.1282;SEK;SE ;2013-02-13;2013-02-13 17:55:48;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104468_moneybookerspsp_cc;8a8394833cae137a013cd4b2bc33521c;5189.9007.8226;SEK;SE ;2013-02-13;2013-02-13 17:55:48;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104468_moneybookerspsp_cc;8a8394833cae137a013cd4b2bcaa5221;6564.2903.1698;SEK;SE ;2013-02-13;2013-02-13 17:55:49;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25983_moneybookerspsp_cc;8a83948a3cae49e4013cd4b2eb333e3d;4752.6865.3330;SEK;SE ;2013-02-13;2013-02-13 17:56:00;AMEX;2;0;78000;SEK;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25983_moneybookerspsp_cc;8a83948a3cae49e4013cd4b2edbf3e49;6127.0760.6802;SEK;SE ;2013-02-13;2013-02-13 17:56:01;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104465_moneybookerspsp_cc;8a8394883cae49ec013cd4b8cb0d4bb8;0967.7466.0370;USD;US ;2013-02-13;2013-02-13 18:02:25;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104465_moneybookerspsp_cc;8a8394883cae49ec013cd4b8ca124ba8;5090.9152.0786;USD;US ;2013-02-13;2013-02-13 18:02:25;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104465_moneybookerspsp_cc;8a8394883cae49ec013cd4b8ca8c4bb3;6465.3047.4258;USD;US ;2013-02-13;2013-02-13 18:02:25;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25984_moneybookerspsp_cc;8a83948a3cae49e4013cd4b8ea2c42f0;9777.7982.6962;USD;US ;2013-02-13;2013-02-13 18:02:33;AMEX;2;0;6000;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25984_moneybookerspsp_cc;8a83948a3cae49e4013cd4b8ecc842fc;4280.2401.3074;USD;US ;2013-02-13;2013-02-13 18:02:34;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104457_moneybookerspsp_cc;8a83948a3cae49e4013cd4bba3784595;9348.3015.4002;USD;ZA ;2013-02-13;2013-02-13 18:05:32;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104457_moneybookerspsp_cc;8a83948a3cae49e4013cd4bba2f44590;1101.9643.3170;USD;ZA ;2013-02-13;2013-02-13 18:05:32;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104457_moneybookerspsp_cc;8a83948a3cae49e4013cd4bba26e4585;6599.5224.7058;USD;ZA ;2013-02-13;2013-02-13 18:05:32;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;25986_moneybookerspsp_cc;8a83948c3cae49e8013cd4bbca145620;7345.7730.3826;USD;ZA ;2013-02-13;2013-02-13 18:05:41;AMEX;2;0;6480;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;25986_moneybookerspsp_cc;8a83948c3cae49e8013cd4bbcdc0562c;1848.2148.9938;USD;ZA ;2013-02-13;2013-02-13 18:05:43;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104587_moneybookerspsp_cc;8a83948c3cae49e8013cd584ba3f70de;2804.3064.9618;USD;US ;2013-02-13;2013-02-13 21:45:10;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104587_moneybookerspsp_cc;8a83948c3cae49e8013cd584b9b270d3;8301.8646.3506;USD;US ;2013-02-13;2013-02-13 21:45:10;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104587_moneybookerspsp_cc;8a83948c3cae49e8013cd584bad470e3;7614.6698.6770;USD;US ;2013-02-13;2013-02-13 21:45:11;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26037_moneybookerspsp_cc;8a83948c3cae49e8013cd584ecf270f8;6240.2803.3298;USD;US ;2013-02-13;2013-02-13 21:45:23;AMEX;2;0;7200;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26037_moneybookerspsp_cc;8a83948c3cae49e8013cd584eeff7104;0742.7221.9410;USD;US ;2013-02-13;2013-02-13 21:45:24;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104683_moneybookerspsp_cc;8a8394833cae137a013cd61e3d9b4808;2211.3996.8274;USD;US ;2013-02-14;2013-02-14 00:32:51;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104683_moneybookerspsp_cc;8a8394833cae137a013cd61e3e234813;4960.1787.5218;USD;US ;2013-02-14;2013-02-14 00:32:51;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104683_moneybookerspsp_cc;8a8394833cae137a013cd61e3ee44818;6334.5682.8690;USD;US ;2013-02-14;2013-02-14 00:32:51;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26059_moneybookerspsp_cc;8a8394853cae1391013cd61e659f35dd;1851.6961.7170;USD;US ;2013-02-14;2013-02-14 00:33:01;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104683_moneybookerspsp_cc;8a8394823cae49e4013cd61fa6486062;7930.4170.7282;USD;US ;2013-02-14;2013-02-14 00:34:23;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104683_moneybookerspsp_cc;8a8394823cae49e4013cd61fa682606d;2432.8589.3394;USD;US ;2013-02-14;2013-02-14 00:34:23;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104683_moneybookerspsp_cc;8a8394823cae49e4013cd61fa6f06072;5181.6380.0338;USD;US ;2013-02-14;2013-02-14 00:34:24;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26060_moneybookerspsp_cc;8a8394863cae49e9013cd61febd840d0;8149.1919.6946;USD;US ;2013-02-14;2013-02-14 00:34:41;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104683_moneybookerspsp_cc;8a83948c3cae49e8013cd6229db63a58;3732.0865.4098;USD;US ;2013-02-14;2013-02-14 00:37:38;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104683_moneybookerspsp_cc;8a83948c3cae49e8013cd6229d2f3a53;9229.6446.7986;USD;US ;2013-02-14;2013-02-14 00:37:38;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104683_moneybookerspsp_cc;8a83948c3cae49e8013cd6229cfc3a48;0983.3074.7154;USD;US ;2013-02-14;2013-02-14 00:37:38;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26061_moneybookerspsp_cc;8a8394853cae1391013cd622c2a23705;6318.4621.5954;USD;US ;2013-02-14;2013-02-14 00:37:47;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104772_moneybookerspsp_cc;8a8394853cae1391013cd723fccf76b9;6720.6120.2706;USD;US ;2013-02-14;2013-02-14 05:18:45;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104772_moneybookerspsp_cc;8a8394853cae1391013cd723fd5176c4;1223.0538.8818;USD;US ;2013-02-14;2013-02-14 05:18:45;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104772_moneybookerspsp_cc;8a8394853cae1391013cd723fe4276c9;9469.3910.9650;USD;US ;2013-02-14;2013-02-14 05:18:45;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26080_moneybookerspsp_cc;8a8394853cae1391013cd724239776cf;3971.8329.5762;USD;US ;2013-02-14;2013-02-14 05:18:55;AMEX;2;0;13300;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26080_moneybookerspsp_cc;8a8394853cae1391013cd724273376db;7064.2094.1074;USD;US ;2013-02-14;2013-02-14 05:18:56;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104781_moneybookerspsp_cc;8a83948b3caf547a013cd727b52d0308;2527.6502.0434;USD;US ;2013-02-14;2013-02-14 05:22:49;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104781_moneybookerspsp_cc;8a83948b3caf547a013cd727b62e0318;6650.8188.0850;USD;US ;2013-02-14;2013-02-14 05:22:49;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104781_moneybookerspsp_cc;8a83948b3caf547a013cd727b5a70313;5276.4292.7378;USD;US ;2013-02-14;2013-02-14 05:22:49;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26081_moneybookerspsp_cc;8a8394823cae49e4013cd727cce2213c;6355.5398.0690;USD;US ;2013-02-14;2013-02-14 05:22:54;AMEX;2;0;4000;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26081_moneybookerspsp_cc;8a8394823cae49e4013cd727d09b2148;0857.9816.6802;USD;US ;2013-02-14;2013-02-14 05:22:56;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104790_moneybookerspsp_cc;8a8394893cae1378013cd73d08910c57;1637.7866.6770;USD;US ;2013-02-14;2013-02-14 05:46:06;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104790_moneybookerspsp_cc;8a8394893cae1378013cd73d094c0c62;9884.1238.7602;USD;US ;2013-02-14;2013-02-14 05:46:07;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104790_moneybookerspsp_cc;8a8394893cae1378013cd73d0a9a0c67;4386.5657.3714;USD;US ;2013-02-14;2013-02-14 05:46:07;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26082_moneybookerspsp_cc;8a8394823cae49e4013cd73d4e8d249f;6785.0365.3650;USD;US ;2013-02-14;2013-02-14 05:46:24;AMEX;2;0;4300;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26082_moneybookerspsp_cc;8a8394823cae49e4013cd73d50ba24ab;1287.4783.9762;USD;US ;2013-02-14;2013-02-14 05:46:25;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;104813_moneybookerspsp_cc;8a8394853cae1391013cd78593a80c03;6058.2475.3938;USD;US ;2013-02-14;2013-02-14 07:05:20;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;104813_moneybookerspsp_cc;8a8394853cae1391013cd78594280c0e;0560.6894.0050;USD;US ;2013-02-14;2013-02-14 07:05:21;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;104813_moneybookerspsp_cc;8a8394853cae1391013cd78594bf0c13;8807.0266.0882;USD;US ;2013-02-14;2013-02-14 07:05:21;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26088_moneybookerspsp_cc;8a8394903cae49ec013cd785b0063a59;5878.3957.8386;USD;US ;2013-02-14;2013-02-14 07:05:28;AMEX;2;0;9600;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26088_moneybookerspsp_cc;8a8394903cae49ec013cd785b3373a65;0380.8376.4498;USD;US ;2013-02-14;2013-02-14 07:05:29;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;105007_moneybookerspsp_cc;8a8394883cd8c783013cd96d368a7ac9;7325.5355.2146;EUR;DE ;2013-02-14;2013-02-14 15:57:58;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;105007_moneybookerspsp_cc;8a8394883cd8c783013cd96d35bf7ab9;9159.6207.7458;EUR;DE ;2013-02-14;2013-02-14 15:57:58;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;105007_moneybookerspsp_cc;8a8394883cd8c783013cd96d361c7ac4;3662.0626.3570;EUR;DE ;2013-02-14;2013-02-14 15:57:58;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26141_moneybookerspsp_cc;8a8394833cd8b812013cd96d4f221987;4518.3717.4034;EUR;DE ;2013-02-14;2013-02-14 15:58:04;AMEX;2;0;1700;EUR;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26141_moneybookerspsp_cc;8a8394833cd8b812013cd96d517b1993;5892.7612.7506;EUR;DE ;2013-02-14;2013-02-14 15:58:05;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;105017_moneybookerspsp_cc;8a8394893cd8b80f013cd977e5ac2719;9419.3320.7826;JPY;JP ;2013-02-14;2013-02-14 16:09:38;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;105017_moneybookerspsp_cc;8a8394893cd8b80f013cd977e6b82729;7014.1503.9250;JPY;JP ;2013-02-14;2013-02-14 16:09:39;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;105017_moneybookerspsp_cc;8a8394893cd8b80f013cd977e6242724;3921.7739.3938;JPY;JP ;2013-02-14;2013-02-14 16:09:39;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26143_moneybookerspsp_cc;8a8394833cd8b812013cd978079122a6;7862.4064.3346;JPY;JP ;2013-02-14;2013-02-14 16:09:47;AMEX;2;0;195000;JPY;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26143_moneybookerspsp_cc;8a8394833cd8b812013cd9780b0922b2;2364.8482.9458;JPY;JP ;2013-02-14;2013-02-14 16:09:48;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;105027_moneybookerspsp_cc;8a8394893cd8b80f013cd9864dec3439;0919.3233.6402;GBP;GB ;2013-02-14;2013-02-14 16:25:23;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;105027_moneybookerspsp_cc;8a8394893cd8b80f013cd9864e563444;9165.6605.7234;GBP;GB ;2013-02-14;2013-02-14 16:25:23;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;105027_moneybookerspsp_cc;8a8394893cd8b80f013cd9864eee3449;3668.1024.3346;GBP;GB ;2013-02-14;2013-02-14 16:25:23;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26147_moneybookerspsp_cc;8a8394823cd8c78d013cd98671c81af7;8438.2004.8658;GBP;GB ;2013-02-14;2013-02-14 16:25:32;AMEX;2;0;1800;GBP;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26147_moneybookerspsp_cc;8a8394823cd8c78d013cd986748f1b03;2940.6423.4770;GBP;GB ;2013-02-14;2013-02-14 16:25:33;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;105256_moneybookerspsp_cc;8a83948c3cd8c781013cdbbb0320001e;8663.0571.2402;AUD;AU ;2013-02-15;2013-02-15 02:42:11;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;105256_moneybookerspsp_cc;8a83948c3cd8c781013cdbbb0482002e;7975.8623.5666;AUD;AU ;2013-02-15;2013-02-15 02:42:12;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;105256_moneybookerspsp_cc;8a83948c3cd8c781013cdbbb03e90029;3165.4989.8514;AUD;AU ;2013-02-15;2013-02-15 02:42:12;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26214_moneybookerspsp_cc;8a83948c3cd8c781013cdbbb2d800034;2478.3042.1778;AUD;AU ;2013-02-15;2013-02-15 02:42:22;AMEX;2;0;4390;AUD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26214_moneybookerspsp_cc;8a83948c3cd8c781013cdbbb33430040;5227.0832.8722;AUD;AU ;2013-02-15;2013-02-15 02:42:24;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;105311_moneybookerspsp_cc;8a8394893cd8b80f013cdc847fe05d68;0361.4389.8898;USD;US ;2013-02-15;2013-02-15 06:22:16;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;105311_moneybookerspsp_cc;8a8394893cd8b80f013cdc84808f5d6d;8607.7761.9730;USD;US ;2013-02-15;2013-02-15 06:22:16;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;105311_moneybookerspsp_cc;8a8394893cd8b80f013cdc847f515d5d;5858.9971.2786;USD;US ;2013-02-15;2013-02-15 06:22:16;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26225_moneybookerspsp_cc;8a83948c3cd8c781013cdc84aec23c30;7351.4982.6322;USD;US ;2013-02-15;2013-02-15 06:22:28;AMEX;2;0;10200;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26225_moneybookerspsp_cc;8a83948c3cd8c781013cdc84b0fe3c3c;1853.9401.2434;USD;US ;2013-02-15;2013-02-15 06:22:29;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;105516_moneybookerspsp_cc;8a8394853cd8b80e013cdeea61c221cb;3796.2017.2050;USD;US ;2013-02-15;2013-02-15 17:32:47;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;CF;CC;105516_moneybookerspsp_cc;8a8394853cd8b80e013cdeea611a21c6;9293.7598.5938;USD;US ;2013-02-15;2013-02-15 17:32:47;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RG;CC;105516_moneybookerspsp_cc;8a8394853cd8b80e013cdeea607121bb;1047.4226.5106;USD;US ;2013-02-15;2013-02-15 17:32:47;AMEX;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;DB;CC;26278_moneybookerspsp_cc;8a8394833cd8b812013cdeeaa1ea1b62;2867.4150.4274;USD;US ;2013-02-15;2013-02-15 17:33:03;AMEX;2;0;6000;USD;2;000;4;00000;;4;;;;6;;6;;2;;
ACK;RI;RM;26278_moneybookerspsp_cc;8a8394833cd8b812013cdeeaa43a1b6e;7677.7784.1426;USD;US ;2013-02-15;2013-02-15 17:33:04;TD;2;0;000;XXX;2;000;4;00000;;4;;;;6;;6;;2;;
